"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"19","1003.9","...","1005.4","2019-08-19 00:21","1002.6","2019-08-19 03:44","26.5","29.5","2019-08-19 10:28","23.8","2019-08-19 01:12","...","87","66","2019-08-19 10:58","2.3","49","6.0","216","2019-08-19 00:58","3.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1003.7","...","1004.5","2019-08-20 00:01","1002.6","2019-08-20 14:57","27.0","30.2","2019-08-20 10:53","24.2","2019-08-20 05:30","...","84","64","2019-08-20 10:26","2.1","219","5.9","135","2019-08-20 10:53","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1003.7","...","1005.7","2019-08-21 21:27","1002.3","2019-08-21 03:37","27.0","29.6","2019-08-21 11:54","24.5","2019-08-21 02:16","...","86","70","2019-08-21 15:01","1.8","115","5.9","138","2019-08-21 12:07","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1005.3","...","1007.2","2019-08-22 22:01","1004.0","2019-08-22 15:02","27.9","30.5","2019-08-22 13:52","24.8","2019-08-22 05:35","...","86","65","2019-08-22 09:10","1.9","112","8.4","138","2019-08-22 12:12","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1005.2","...","1006.9","2019-08-23 07:26","1003.4","2019-08-23 15:23","28.1","31.1","2019-08-23 09:11","25.1","2019-08-23 19:26","...","85","63","2019-08-23 08:47","3.1","224","9.9","39","2019-08-23 18:41","10.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1002.4","...","1004.8","2019-08-24 00:01","998.5","2019-08-24 16:33","26.5","29.0","2019-08-24 09:14","24.6","2019-08-24 22:32","...","92","67","2019-08-24 09:10","3.3","15","18.8","105","2019-08-24 12:42","107.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1005.8","...","1009.2","2019-08-25 22:13","1002.1","2019-08-25 00:24","26.2","28.5","2019-08-25 14:52","23.8","2019-08-25 03:11","...","95","86","2019-08-25 14:53","0.8","111","14.5","160","2019-08-25 00:24","49.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1008.5","...","1011.3","2019-08-26 21:44","1006.8","2019-08-26 13:23","27.7","30.5","2019-08-26 09:35","24.4","2019-08-26 05:10","...","89","71","2019-08-26 11:49","2.5","134","10.0","129","2019-08-26 13:07","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1008.4","...","1009.8","2019-08-27 00:01","1006.7","2019-08-27 13:08","27.3","29.7","2019-08-27 11:45","25.0","2019-08-27 05:08","...","87","71","2019-08-27 07:19","2.2","125","8.1","119","2019-08-27 12:08","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1006.9","...","1009.0","2019-08-28 00:01","1005.2","2019-08-28 16:07","27.8","30.9","2019-08-28 09:40","23.4","2019-08-28 05:31","...","83","59","2019-08-28 09:13","2.8","138","8.2","122","2019-08-28 11:04","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1005.6","...","1007.7","2019-08-29 20:39","1003.9","2019-08-29 13:48","28.2","30.8","2019-08-29 09:21","25.6","2019-08-29 05:22","...","86","70","2019-08-29 09:22","3.0","145","11.4","146","2019-08-29 13:17","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","1007.1","...","1009.6","2019-08-30 21:14","1005.5","2019-08-30 03:18","27.4","30.8","2019-08-30 09:28","24.9","2019-08-30 06:23","...","87","69","2019-08-30 08:57","2.8","220","8.7","215","2019-08-30 21:11","2.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"31","1007.7","...","1009.4","2019-08-31 21:18","1006.2","2019-08-31 15:07","27.4","30.3","2019-08-31 11:14","24.3","2019-08-31 05:25","...","87","71","2019-08-31 09:12","2.7","214","7.8","137","2019-08-31 12:57","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
