time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-14T23:32:17.110Z,35.95,-117.553,17.29,0.98,ml,10,135,0.07904,0.21,ci,ci38569279,2019-07-14T23:35:54.749Z,"24km NNW of Searles Valley, CA",earthquake,1.26,2.12,0.333,11,automatic,ci,ci
2019-07-14T23:31:55.713Z,60.0447,-153.3796,129.6,2,ml,,,,0.43,ak,ak0198yvoepu,2019-08-09T00:05:05.610Z,"60km SW of Redoubt Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-07-14T23:30:22.610Z,35.9398333,-117.729,1.72,1.11,ml,12,66,0.0643,0.19,ci,ci38569271,2019-07-14T23:34:05.978Z,"16km E of Little Lake, CA",earthquake,0.34,0.58,0.176,13,automatic,ci,ci
2019-07-14T23:29:04.450Z,36.177,-117.8855,2.11,1.91,ml,20,106,0.06427,0.2,ci,ci38569263,2019-07-14T23:32:51.623Z,"16km NNE of Coso Junction, CA",earthquake,0.42,0.62,0.173,26,automatic,ci,ci
2019-07-14T23:27:43.790Z,35.9519997,-117.7356644,2.05,2.01,ml,31,51,0.06661,0.14,ci,ci38569255,2019-07-14T23:38:30.280Z,"16km E of Little Lake, CA",earthquake,0.18,0.31,0.268,17,automatic,ci,ci
2019-07-14T23:26:32.730Z,35.7471667,-117.5698333,6.22,1.72,ml,16,84,0.1569,0.25,ci,ci38569239,2019-07-14T23:30:18.710Z,"15km W of Searles Valley, CA",earthquake,0.53,2.11,0.207,21,automatic,ci,ci
2019-07-14T23:26:32.720Z,35.3443333,-117.9113333,6.16,1.67,ml,17,67,0.0936,0.16,ci,ci38569247,2019-07-14T23:30:38.713Z,"25km NNE of California City, CA",earthquake,0.28,1.02,0.168,25,automatic,ci,ci
2019-07-14T23:25:43.580Z,36.026,-117.5683333,0.97,1.89,ml,18,80,0.07178,0.18,ci,ci38569231,2019-07-14T23:29:28.705Z,"32km ENE of Little Lake, CA",earthquake,0.3,0.42,0.167,25,automatic,ci,ci
2019-07-14T23:21:11.150Z,36.0913333,-117.8605,5.61,1.14,ml,13,151,0.02659,0.11,ci,ci38569223,2019-07-14T23:24:55.730Z,"9km ENE of Coso Junction, CA",earthquake,0.33,0.47,0.259,17,automatic,ci,ci
2019-07-14T23:20:01.940Z,35.6376667,-117.4621667,2.28,1.66,ml,18,123,0.05106,0.19,ci,ci38569215,2019-07-14T23:23:55.546Z,"15km SSW of Searles Valley, CA",earthquake,0.39,0.56,0.103,24,automatic,ci,ci
2019-07-14T23:19:54.030Z,35.965,-117.6691667,2.05,0.95,ml,13,81,0.02288,0.16,ci,ci38569207,2019-07-14T23:23:38.292Z,"22km E of Little Lake, CA",earthquake,0.3,0.28,0.198,8,automatic,ci,ci
2019-07-14T23:17:48.120Z,35.8386667,-117.6676667,2.17,1.34,ml,19,108,0.08452,0.24,ci,ci38569199,2019-07-14T23:21:31.657Z,"24km ESE of Little Lake, CA",earthquake,0.42,0.66,0.124,17,automatic,ci,ci
2019-07-14T23:17:44.380Z,69.1048,-144.6708,8.6,1.4,ml,,,,0.7,ak,ak0198yvldt2,2019-08-09T00:05:12.431Z,"114km NNE of Arctic Village, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2019-07-14T23:16:27.352Z,69.1375,-144.713,2.4,1.2,ml,,,,0.72,ak,ak0198yvl4rz,2019-08-09T00:05:11.825Z,"117km NNE of Arctic Village, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2019-07-14T23:15:55.110Z,36.0906677,-117.8653336,3.75,3.12,ml,51,52,0.02816,0.17,ci,ci38569191,2019-09-28T20:01:24.040Z,"9km NE of Coso Junction, CA",earthquake,0.19,0.35,0.322,20,automatic,ci,ci
2019-07-14T23:15:42.050Z,38.7901649,-122.7600021,1.08,1.01,md,13,59,,0.04,nc,nc73223236,2019-07-14T23:30:02.499Z,"2km NNW of The Geysers, CA",earthquake,0.28,0.54,0.08,4,automatic,nc,nc
2019-07-14T23:11:56.780Z,35.8393326,-117.5445023,-0.57,1.07,ml,11,220,0.1383,0.21,ci,ci38569183,2019-07-14T23:15:44.605Z,"15km WNW of Searles Valley, CA",earthquake,2.3,1.25,0.233,7,automatic,ci,ci
2019-07-14T23:09:50.060Z,35.685,-117.3231667,0.27,1.24,ml,11,214,0.15,0.33,ci,ci38569175,2019-07-14T23:13:38.591Z,"10km SSE of Trona, CA",earthquake,1.57,31.61,0.112,12,automatic,ci,ci
2019-07-14T23:06:06.720Z,37.6483333,-119.0333333,-0.24,0.17,md,6,88,0.00634,0.06,nc,nc73223231,2019-07-15T18:56:03.837Z,"5km WNW of Mammoth Lakes, CA",earthquake,0.42,31.61,0.331,6,reviewed,nc,nc
2019-07-14T23:05:45.090Z,36.1845,-117.845,2.42,1.83,ml,15,140,0.06726,0.19,ci,ci38569159,2019-07-14T23:09:25.567Z,"18km SE of Olancha, CA",earthquake,0.58,0.65,0.145,27,automatic,ci,ci
2019-07-14T23:01:50.150Z,53.8901667,-166.685,10.11,0.05,ml,6,111,0.07802,0.19,av,av70839494,2019-07-17T19:53:51.050Z,"9km W of Dutch Harbor, Alaska",earthquake,0.54,1.38,0.309,6,reviewed,av,av
2019-07-14T23:01:36.511Z,-18.2782,120.2792,10,5,mww,,28,2.912,0.74,us,us70004k8e,2019-09-28T20:01:24.040Z,"209km W of Broome, Australia",earthquake,5.7,1.7,0.086,13,reviewed,us,us
2019-07-14T23:00:48.650Z,36.0941658,-117.8404999,7.63,1.18,ml,6,159,0.0261,0.1,ci,ci38569135,2019-07-14T23:04:19.538Z,"11km ENE of Coso Junction, CA",earthquake,1.63,2.71,0.24,2,automatic,ci,ci
2019-07-14T22:58:19.390Z,61.3031,-152.5074,0,1.7,ml,,,,0.58,ak,ak0198yv8ood,2019-08-09T00:05:04.890Z,"92km N of Redoubt Volcano, Alaska",earthquake,,0,,,reviewed,ak,ak
2019-07-14T22:58:00.490Z,35.9178333,-117.7211667,3.75,1.37,ml,16,81,0.06481,0.14,ci,ci38569119,2019-07-14T23:01:39.862Z,"17km E of Little Lake, CA",earthquake,0.28,0.71,0.178,20,automatic,ci,ci
2019-07-14T22:53:43.020Z,35.9801667,-117.3538333,3.53,2.44,ml,22,72,0.1058,0.13,ci,ci38569103,2019-07-14T23:04:07.630Z,"24km N of Searles Valley, CA",earthquake,0.26,0.97,0.095,25,automatic,ci,ci
2019-07-14T22:52:49.243Z,60.0628,-152.769,90.8,2.6,ml,,,,0.7,ak,ak0198yv7gl3,2019-09-28T20:01:24.040Z,"47km S of Redoubt Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-14T22:51:06.190Z,19.3436661,-155.120163,0.17,1.75,md,36,184,0.04128,0.33,hv,hv71047092,2019-07-14T22:54:19.520Z,"15km SE of Volcano, Hawaii",earthquake,0.76,0.37,0.3,13,automatic,hv,hv
2019-07-14T22:49:23.250Z,35.698,-117.5903333,10.49,1.32,ml,15,140,0.1305,0.2,ci,ci38569095,2019-07-14T22:53:07.473Z,"12km NE of Ridgecrest, CA",earthquake,0.41,0.85,0.15,16,automatic,ci,ci
2019-07-14T22:48:09.630Z,35.8213333,-117.639,6.02,1.56,ml,21,72,0.1031,0.16,ci,ci38569087,2019-07-14T23:04:20.762Z,"22km WNW of Searles Valley, CA",earthquake,0.33,1.18,0.145,24,automatic,ci,ci
2019-07-14T22:46:56.580Z,35.9498333,-117.6696667,2.26,1.24,ml,13,97,0.01577,0.13,ci,ci38569079,2019-07-14T22:50:36.428Z,"21km E of Little Lake, CA",earthquake,0.35,0.25,0.17,16,automatic,ci,ci
2019-07-14T22:46:16.577Z,61.5837,-150.9956,68.4,1.2,ml,,,,0.35,ak,ak0198yv63qh,2019-08-09T19:13:09.695Z,"53km WSW of Willow, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-07-14T22:43:58.580Z,36.0695,-117.832,2.59,2.07,ml,17,98,0.05143,0.14,ci,ci38569071,2019-07-14T22:47:46.099Z,"11km ENE of Coso Junction, CA",earthquake,0.26,0.85,0.251,26,automatic,ci,ci
2019-07-14T22:43:55.262Z,51.5962,179.1718,60.1,1.5,ml,,,,0.56,ak,ak0198yv5jgl,2019-08-09T00:05:03.461Z,"49km SW of Semisopochnoi Island, Alaska",earthquake,,1,,,reviewed,ak,ak
2019-07-14T22:41:49.500Z,35.874,-117.7136667,4.14,1.22,ml,16,97,0.07743,0.11,ci,ci38569063,2019-07-14T22:45:28.612Z,"19km ESE of Little Lake, CA",earthquake,0.28,0.45,0.102,17,automatic,ci,ci
2019-07-14T22:38:05.800Z,35.5935,-117.3806667,6.53,3.41,ml,48,30,0.06682,0.14,ci,ci38569055,2019-09-28T20:01:24.040Z,"19km S of Trona, CA",earthquake,0.15,0.33,0.159,128,reviewed,ci,ci
2019-07-14T22:36:29.050Z,35.6486667,-117.4573333,0.28,2.04,ml,21,73,0.06216,0.24,ci,ci38569039,2019-07-14T22:40:21.372Z,"14km SSW of Searles Valley, CA",earthquake,0.45,0.93,0.149,25,automatic,ci,ci
2019-07-14T22:35:49.870Z,35.8781667,-117.925,4.86,1.3,ml,11,117,0.03902,0.3,ci,ci38569031,2019-07-14T22:39:33.367Z,"7km SSW of Little Lake, CA",earthquake,1.09,1.81,0.143,20,automatic,ci,ci
2019-07-14T22:30:29.228Z,69.0882,-144.5511,10,1.1,ml,,,,0.99,ak,ak0198yv2pd8,2019-08-09T19:13:09.061Z,"114km NNE of Arctic Village, Alaska",earthquake,,0,,,reviewed,ak,ak
2019-07-14T22:29:31.635Z,-0.7177,128.4531,10,4.3,mb,,72,1.835,0.38,us,us60004upf,2019-09-28T20:00:41.040Z,"111km NE of Laiwui, Indonesia",earthquake,8.7,1.8,0.161,11,reviewed,us,us
2019-07-14T22:25:54.113Z,35.0886,81.1262,10,4.3,mb,,108,6.654,0.91,us,us70004k7v,2019-09-28T20:01:24.040Z,"230km NE of Rutog, China",earthquake,5.3,1.9,0.125,18,reviewed,us,us
2019-07-14T22:24:14.570Z,36.1218333,-117.8413333,9.05,1.5,ml,11,164,0.01175,0.08,ci,ci38568999,2019-07-14T22:28:05.302Z,"13km NE of Coso Junction, CA",earthquake,0.31,0.32,0.114,12,automatic,ci,ci
2019-07-14T22:22:28.850Z,35.6106667,-117.4655,2.36,2.93,ml,31,66,0.1187,0.15,ci,ci38568991,2019-07-14T22:33:18.460Z,"18km SSW of Searles Valley, CA",earthquake,0.26,0.81,0.106,26,automatic,ci,ci
2019-07-14T22:21:20.314Z,-0.516,128.0551,10,4.5,mb,,72,1.452,0.87,us,us70004k7u,2019-09-28T20:01:24.040Z,"101km NNE of Laiwui, Indonesia",earthquake,7.9,1.9,0.111,24,reviewed,us,us
2019-07-14T22:18:13.560Z,35.6705,-117.461,2.3,1.32,ml,14,151,0.08382,0.19,ci,ci38568975,2019-07-14T22:21:45.391Z,"12km SSW of Searles Valley, CA",earthquake,0.45,0.67,0.187,17,automatic,ci,ci
2019-07-14T22:17:38.872Z,69.1574,-144.6463,15.1,2.7,ml,,,,0.47,ak,ak0198yuzy0g,2019-09-28T20:01:23.040Z,"115km SSW of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-14T22:16:03.040Z,35.631,-117.4173333,0.27,1.55,ml,13,137,0.05752,0.2,ci,ci38568967,2019-07-14T22:19:51.629Z,"15km SSW of Trona, CA",earthquake,0.49,31.61,0.155,23,automatic,ci,ci
2019-07-14T22:14:54.780Z,36.5586667,-121.1476667,6.82,1.29,md,21,118,0.03305,0.11,nc,nc73223196,2019-07-17T17:22:03.862Z,"3km N of Pinnacles, CA",earthquake,0.37,0.52,0.156,15,reviewed,nc,nc
2019-07-14T22:13:24.010Z,36.0536667,-117.8426667,1.35,2.02,ml,22,110,0.05998,0.19,ci,ci38568959,2019-07-14T22:24:11.220Z,"10km E of Coso Junction, CA",earthquake,0.33,0.4,0.193,26,automatic,ci,ci
2019-07-14T22:12:31.510Z,36.0615,-117.8385,1.83,1.07,ml,11,105,0.05751,0.18,ci,ci38568951,2019-07-14T22:16:14.611Z,"10km E of Coso Junction, CA",earthquake,0.38,0.44,0.099,6,automatic,ci,ci
2019-07-14T22:11:03.120Z,35.7551667,-117.5591667,2.04,1.69,ml,21,86,0.1678,0.17,ci,ci38568943,2019-07-14T22:14:42.076Z,"14km W of Searles Valley, CA",earthquake,0.31,1.06,0.153,26,automatic,ci,ci
2019-07-14T22:10:27.300Z,35.8196667,-117.6373333,7.75,1.27,ml,16,117,0.1043,0.19,ci,ci38568935,2019-07-14T22:14:07.871Z,"22km WNW of Searles Valley, CA",earthquake,0.42,1.45,0.083,11,automatic,ci,ci
2019-07-14T22:09:34.990Z,36.0706667,-117.8311667,3.18,2.26,ml,20,91,0.0506,0.19,ci,ci38568927,2019-07-14T22:20:38.290Z,"11km ENE of Coso Junction, CA",earthquake,0.36,0.78,0.269,25,automatic,ci,ci
2019-07-14T22:07:09.930Z,35.6313324,-117.4433365,5.61,1.62,ml,15,75,0.1241,0.11,ci,ci38568919,2019-07-14T22:10:45.102Z,"16km SSW of Searles Valley, CA",earthquake,0.48,1.84,0.2,4,automatic,ci,ci
2019-07-14T22:02:27.470Z,35.7338333,-117.5448333,10.9,2.17,ml,21,77,0.1724,0.18,ci,ci38568911,2019-07-14T22:06:15.368Z,"13km WSW of Searles Valley, CA",earthquake,0.32,0.85,0.187,10,automatic,ci,ci
2019-07-14T22:01:45.930Z,35.6201667,-117.4328333,0.71,2.53,ml,28,69,0.1101,0.18,ci,ci38568903,2019-07-14T22:05:38.063Z,"17km S of Searles Valley, CA",earthquake,0.31,1.17,0.088,25,automatic,ci,ci
2019-07-14T22:01:25.940Z,38.8233337,-122.8156662,2.3,0.56,md,9,148,0.01789,0.05,nc,nc73223176,2019-07-14T22:16:03.114Z,"7km NW of The Geysers, CA",earthquake,0.57,1.22,,1,automatic,nc,nc
2019-07-14T22:00:42.249Z,13.2025,50.408,10,4.5,mb,,133,7.572,0.64,us,us70004k7m,2019-09-28T20:01:23.040Z,"163km NNW of Bereeda, Somalia",earthquake,7.4,1.9,0.087,39,reviewed,us,us
2019-07-14T22:00:30.040Z,35.8615,-117.5053333,5.56,1.67,ml,13,153,0.1459,0.21,ci,ci38568895,2019-07-14T22:04:18.056Z,"14km NW of Searles Valley, CA",earthquake,0.98,5.08,0.311,26,automatic,ci,ci
2019-07-14T21:59:31.125Z,64.8242,-148.742,16.4,1.5,ml,,,,0.41,ak,ak0198yunhmt,2019-08-09T00:05:01.898Z,"32km NNE of North Nenana, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-07-14T21:58:30.270Z,35.8976667,-117.7421667,6.03,1.06,ml,12,87,0.08014,0.1,ci,ci38568887,2019-07-14T22:02:03.045Z,"15km ESE of Little Lake, CA",earthquake,0.23,0.7,0.23,14,automatic,ci,ci
2019-07-14T21:56:57.810Z,36.0611667,-117.8445,1.98,1.81,ml,20,119,0.05692,0.15,ci,ci38568879,2019-07-14T22:00:42.033Z,"10km E of Coso Junction, CA",earthquake,0.28,0.32,0.216,26,automatic,ci,ci
2019-07-14T21:55:19.690Z,35.6061667,-117.4695,2.59,2.12,ml,33,66,0.02051,0.19,ci,ci38568871,2019-07-14T21:59:08.797Z,"19km E of Ridgecrest, CA",earthquake,0.32,0.45,0.14,26,automatic,ci,ci
2019-07-14T21:55:01.930Z,35.9318333,-117.6668333,3.6,1.42,ml,14,85,0.02086,0.12,ci,ci38568863,2019-07-14T23:56:16.025Z,"22km E of Little Lake, CA",earthquake,0.25,0.4,0.071,10,reviewed,ci,ci
2019-07-14T21:54:09.750Z,35.9215,-117.7085,3.43,1.48,ml,20,84,0.05403,0.13,ci,ci38568855,2019-07-14T21:58:01.014Z,"18km E of Little Lake, CA",earthquake,0.25,0.71,0.176,21,automatic,ci,ci
2019-07-14T21:53:24.010Z,35.3645,-117.8561667,8.37,1.19,ml,13,99,0.09723,0.17,ci,ci38568847,2019-07-14T21:57:08.845Z,"20km W of Johannesburg, CA",earthquake,0.39,1.26,0.139,17,automatic,ci,ci
2019-07-14T21:49:54.710Z,35.9515,-117.709,4.59,1.25,ml,17,51,0.0477,0.09,ci,ci38568839,2019-07-14T21:53:36.515Z,"18km E of Little Lake, CA",earthquake,0.18,0.3,0.168,17,automatic,ci,ci
2019-07-14T21:47:13.990Z,35.7023333,-117.5446667,4.24,1.04,ml,14,152,0.1337,0.14,ci,ci38568831,2019-07-14T21:50:57.426Z,"15km WSW of Searles Valley, CA",earthquake,0.39,0.91,0.173,12,automatic,ci,ci
2019-07-14T21:45:18.135Z,63.3738,-150.3109,10.8,0.8,ml,,,,0.21,ak,ak0198yukgm6,2019-08-09T00:05:00.944Z,"68km W of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-14T21:45:02.400Z,35.6681667,-117.4448333,6.66,1.44,ml,17,154,0.08271,0.19,ci,ci38568823,2019-07-14T21:48:40.980Z,"12km SSW of Searles Valley, CA",earthquake,0.49,0.98,0.182,19,automatic,ci,ci
2019-07-14T21:37:08.600Z,35.917,-117.7426667,2.29,1.94,ml,23,48,0.06893,0.16,ci,ci38568807,2019-07-14T21:48:17.340Z,"15km E of Little Lake, CA",earthquake,0.24,0.35,0.151,26,automatic,ci,ci
2019-07-14T21:36:45.330Z,37.6523333,-119.0533333,0.13,0.41,md,7,99,0.006196,0.07,nc,nc73223166,2019-07-15T18:45:05.771Z,"7km WNW of Mammoth Lakes, CA",earthquake,0.37,0.41,0.539,5,reviewed,nc,nc
2019-07-14T21:36:39.860Z,35.9286667,-117.7031667,2.97,1.21,ml,13,80,0.04694,0.15,ci,ci38568799,2019-07-14T21:40:21.007Z,"18km E of Little Lake, CA",earthquake,0.32,1.33,0.175,17,automatic,ci,ci
2019-07-14T21:36:08.990Z,37.6465,-119.0355,-0.05,0.79,md,8,89,0.006182,0.07,nc,nc73223161,2019-07-15T19:18:03.028Z,"5km WNW of Mammoth Lakes, CA",earthquake,0.27,0.41,0.513,7,reviewed,nc,nc
2019-07-14T21:35:47.270Z,36.1868333,-117.88,2.49,1.67,ml,14,225,0.07204,0.15,ci,ci38568783,2019-07-14T21:39:27.933Z,"15km SE of Olancha, CA",earthquake,0.57,0.42,0.189,23,automatic,ci,ci
2019-07-14T21:33:50.889Z,-18.0833,120.3321,10,4.7,mb,,98,3.111,0.82,us,us70004k76,2019-09-28T20:01:23.040Z,"201km W of Broome, Australia",earthquake,8.8,1.9,0.194,8,reviewed,us,us
2019-07-14T21:33:35.980Z,35.6033333,-117.5791667,8.93,1.38,ml,17,90,0.0968,0.19,ci,ci38568775,2019-07-14T21:37:07.916Z,"9km ESE of Ridgecrest, CA",earthquake,0.39,1.1,0.223,22,automatic,ci,ci
2019-07-14T21:31:32.390Z,35.6968333,-117.5405,0.43,1.22,ml,15,135,0.1272,0.2,ci,ci38568767,2019-07-14T21:35:14.405Z,"15km WSW of Searles Valley, CA",earthquake,0.42,0.69,0.126,15,automatic,ci,ci
2019-07-14T21:31:06.710Z,36.1511667,-117.8733333,0.08,1.42,ml,11,201,0.0367,0.16,ci,ci38568759,2019-07-14T21:34:47.901Z,"14km NNE of Coso Junction, CA",earthquake,0.81,0.81,0.243,20,automatic,ci,ci
2019-07-14T21:30:18.320Z,35.8243333,-117.6483333,6.07,1.4,ml,20,77,0.09602,0.21,ci,ci38568751,2019-07-14T21:34:02.892Z,"23km N of Ridgecrest, CA",earthquake,0.44,1.13,0.159,20,automatic,ci,ci
2019-07-14T21:28:47.347Z,63.001,-149.8788,90.6,1.1,ml,,,,0.38,ak,ak0198yugvs0,2019-08-09T00:05:00.341Z,"63km SW of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-07-14T21:28:40.940Z,35.6998333,-117.5056667,0.81,1.83,ml,21,62,0.1185,0.22,ci,ci38568735,2019-07-14T21:32:23.253Z,"12km SW of Searles Valley, CA",earthquake,0.36,0.74,0.098,25,automatic,ci,ci
2019-07-14T21:26:24.500Z,35.8655,-117.7005,5.98,2.01,ml,22,60,0.07723,0.14,ci,ci38568727,2019-07-14T21:30:12.866Z,"20km ESE of Little Lake, CA",earthquake,0.23,0.72,0.147,25,automatic,ci,ci
2019-07-14T21:25:00.010Z,35.8203333,-117.668,9.84,0.97,ml,9,113,0.07961,0.32,ci,ci38568711,2019-07-14T21:28:34.842Z,"22km N of Ridgecrest, CA",earthquake,1.21,1.44,0.204,10,automatic,ci,ci
2019-07-14T21:24:00.900Z,35.6851667,-117.589,2.42,1.34,ml,16,138,0.1317,0.18,ci,ci38568703,2019-07-14T21:27:49.516Z,"11km NE of Ridgecrest, CA",earthquake,0.42,0.68,0.14,20,automatic,ci,ci
2019-07-14T21:23:23.990Z,35.7376667,-117.5548333,0.08,1.42,ml,14,134,0.1655,0.27,ci,ci38568687,2019-07-14T21:27:18.567Z,"14km WSW of Searles Valley, CA",earthquake,0.62,31.61,0.172,21,automatic,ci,ci
2019-07-14T21:15:15.137Z,64.7318,-147.4795,0.4,0.9,ml,,,,0.65,ak,ak0198yue0yr,2019-08-09T00:04:59.683Z,"6km WSW of North Pole, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-07-14T21:14:48.060Z,36.111,-117.8376667,4.77,1.56,ml,13,123,0.01539,0.22,ci,ci38568663,2019-07-14T21:18:32.731Z,"12km NE of Coso Junction, CA",earthquake,0.6,1,0.186,23,automatic,ci,ci
2019-07-14T21:13:33.975Z,52.5667,-173.8597,162.2,2.1,ml,,,,0.51,ak,ak0198yudmzu,2019-08-09T19:13:08.424Z,"47km NNE of Atka, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2019-07-14T21:12:01.670Z,35.8906667,-117.7453333,6.59,1.05,ml,11,129,0.08297,0.13,ci,ci38568655,2019-07-14T21:15:42.714Z,"15km ESE of Little Lake, CA",earthquake,0.33,0.89,0.229,10,automatic,ci,ci
2019-07-14T21:10:35.370Z,35.7595,-117.5598333,7.33,1.88,ml,16,156,0.169,0.26,ci,ci38568647,2019-07-14T21:14:26.710Z,"14km W of Searles Valley, CA",earthquake,0.82,5.55,0.296,26,automatic,ci,ci
2019-07-14T21:10:07.066Z,66.0485,-147.8611,13.1,1.1,ml,,,,0.66,ak,ak0198yucxro,2019-08-09T00:04:58.928Z,"129km WSW of Fort Yukon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-14T21:03:42.800Z,35.9026667,-117.739,8.73,1.3,ml,15,83,0.07908,0.19,ci,ci38568623,2019-07-14T21:07:17.880Z,"16km ESE of Little Lake, CA",earthquake,0.46,1.36,0.147,12,automatic,ci,ci
2019-07-14T21:03:26.390Z,35.7658333,-117.5765,10.69,1.51,ml,18,131,0.159,0.24,ci,ci38568615,2019-07-14T21:07:19.671Z,"16km W of Searles Valley, CA",earthquake,0.49,1.1,0.394,24,automatic,ci,ci
2019-07-14T21:03:03.120Z,35.6511667,-117.418,10.42,1.03,ml,13,160,0.07389,0.12,ci,ci38568607,2019-07-14T21:06:43.393Z,"13km S of Searles Valley, CA",earthquake,0.46,0.63,0.221,12,automatic,ci,ci
2019-07-14T21:00:59.320Z,35.8161667,-117.6441667,7.29,1.18,ml,15,115,0.09841,0.17,ci,ci38568599,2019-07-14T21:04:34.618Z,"22km N of Ridgecrest, CA",earthquake,0.4,1.32,0.139,15,automatic,ci,ci
2019-07-14T20:58:39.860Z,35.6945,-117.538,11.36,1.11,ml,13,134,0.173,0.2,ci,ci38568591,2019-07-14T21:02:24.976Z,"15km SW of Searles Valley, CA",earthquake,0.57,1.64,0.225,13,automatic,ci,ci
2019-07-14T20:57:29.540Z,35.6688333,-117.475,0.14,1.76,ml,17,72,0.2255,0.19,ci,ci38568583,2019-07-14T21:01:26.601Z,"13km SSW of Searles Valley, CA",earthquake,0.37,31.61,0.175,27,automatic,ci,ci
2019-07-14T20:52:41.790Z,35.7716667,-117.597,8.3,0.99,ml,10,149,0.1479,0.15,ci,ci38568575,2019-07-14T20:56:21.038Z,"17km W of Searles Valley, CA",earthquake,0.5,2.21,0.104,10,automatic,ci,ci
2019-07-14T20:51:20.530Z,35.3576667,-117.8658333,9.53,1.33,ml,21,86,0.09152,0.33,ci,ci38568567,2019-07-14T20:55:05.694Z,"21km W of Johannesburg, CA",earthquake,0.68,1.63,0.31,24,automatic,ci,ci
2019-07-14T20:50:14.440Z,35.9095,-117.7008333,2.02,1.51,ml,19,95,0.05608,0.18,ci,ci38568559,2019-07-14T20:54:04.582Z,"19km E of Little Lake, CA",earthquake,0.3,0.41,0.142,24,automatic,ci,ci
2019-07-14T20:49:05.330Z,35.9108333,-117.6831667,1.75,1.17,ml,13,99,0.04557,0.21,ci,ci38568551,2019-07-14T20:52:46.498Z,"20km E of Little Lake, CA",earthquake,0.43,0.62,0.174,15,automatic,ci,ci
2019-07-14T20:47:38.850Z,35.9228333,-117.7123333,2.17,1.1,ml,13,125,0.05616,0.18,ci,ci38568543,2019-07-14T20:51:16.518Z,"18km E of Little Lake, CA",earthquake,0.41,0.52,0.054,11,automatic,ci,ci
